Description_ID,Original_Description,Match_Rank,SKU,Product_Name,Brand,Color,Size,Confidence,Match_Reason,Text_Similarity,Attribute_Score,Extracted_Brand,Extracted_Color,Extracted_Size,Extracted_Subcategory,Extracted_Season
DESC0137,Do you have any tops options suitable for Winter 2025?,2,SKU1000661,Essential Sneakers,Essential,Burgundy,L,60.36,Text similarity match,33.93,100.0,,,,,Winter 2025
DESC0137,Do you have any tops options suitable for Winter 2025?,3,SKU1000128,Urban Cardigan,Urban,Olive,S,60.0,Text similarity match,33.34,100.0,,,,,Winter 2025
DESC0138,"After Charcoal option in M, preferably Blouse.",1,SKU1000257,Style Blouse,Style,Charcoal,M,49.01,Size: M | Type: Blouse,40.66,61.54,,Gray,M,Blouse,
DESC0138,"After Charcoal option in M, preferably Blouse.",2,SKU1000197,Comfort Blouse,Comfort,Green,M,47.44,Size: M | Type: Blouse,38.03,61.54,,Gray,M,Blouse,
DESC0138,"After Charcoal option in M, preferably Blouse.",3,SKU1000287,Elite Blouse,Elite,Olive,M,45.8,Size: M | Type: Blouse,35.32,61.54,,Gray,M,Blouse,
DESC0139,"Want jeans with breathable performance, gray in XXL for Fall 2024.",1,SKU1000336,Nordic Jeans,Nordic,Gray,XXL,72.93,Color: Gray | Size: XXL | Type: Jeans,54.89,100.0,,Gray,XXL,Jeans,Fall 2024
DESC0139,"Want jeans with breathable performance, gray in XXL for Fall 2024.",2,SKU1000664,Elite Heels,Elite,Gray,XXL,51.99,Color: Gray | Size: XXL,33.32,80.0,,Gray,XXL,Jeans,Fall 2024
DESC0139,"Want jeans with breathable performance, gray in XXL for Fall 2024.",3,SKU1000703,Comfort Loafers,Comfort,Gray,XXL,50.46,Color: Gray | Size: XXL,30.77,80.0,,Gray,XXL,Jeans,Fall 2024
DESC0140,"Looking for well-ventilated brown t-shirt in L, ideally cotton.",1,SKU1000313,Comfort T-Shirt,Comfort,Brown,L,57.86,Color: Brown | Size: L,45.15,76.92,,Brown,L,Shirt,
DESC0140,"Looking for well-ventilated brown t-shirt in L, ideally cotton.",2,SKU1000220,Elite Shirt,Elite,Brown,XXL,47.73,Color: Brown | Type: Shirt,38.52,61.54,,Brown,L,Shirt,
DESC0140,"Looking for well-ventilated brown t-shirt in L, ideally cotton.",3,SKU1000310,Urban Shirt,Urban,Brown,S,47.7,Color: Brown | Type: Shirt,38.48,61.54,,Brown,L,Shirt,
DESC0141,"Good afternoon, I'm hoping to order the white t-shirt from Nordic in size L? Thanks in advance!",1,SKU1000235,Nordic T-Shirt,Nordic,White,L,61.71,Brand: Nordic | Color: White | Size: L,47.29,83.33,Nordic,White,L,Shirt,
DESC0141,"Good afternoon, I'm hoping to order the white t-shirt from Nordic in size L? Thanks in advance!",2,SKU1000169,Nordic T-Shirt,Nordic,Tan,L,46.53,Brand: Nordic | Size: L,40.51,55.56,Nordic,White,L,Shirt,
DESC0141,"Good afternoon, I'm hoping to order the white t-shirt from Nordic in size L? Thanks in advance!",3,SKU1000178,Nordic Shirt,Nordic,Gray,S,43.09,Brand: Nordic | Type: Shirt,42.19,44.44,Nordic,White,L,Shirt,
DESC0142,"Want polo with airy performance, blue in M for Summer 2024.",1,SKU1000206,Essential Polo,Essential,Blue,M,80.07,Color: Blue | Size: M | Type: Polo,66.79,100.0,,Blue,M,Polo,Summer 2024
DESC0142,"Want polo with airy performance, blue in M for Summer 2024.",2,SKU1000176,Style Polo,Style,Navy,M,51.33,Size: M | Type: Polo,41.1,66.67,,Blue,M,Polo,Summer 2024
DESC0142,"Want polo with airy performance, blue in M for Summer 2024.",3,SKU1000248,Comfort Polo,Comfort,Blue,XS,48.51,Color: Blue | Type: Polo,45.3,53.33,,Blue,M,Polo,Summer 2024
DESC0143,Nordic Gown in Olive size XS,1,SKU1000541,Nordic Gown,Nordic,Olive,XS,83.45,Brand: Nordic | Color: Olive | Size: XS | Type: Gown,72.41,100.0,Nordic,Olive,XS,Gown,
DESC0143,Nordic Gown in Olive size XS,2,SKU1000532,Nordic Gown,Nordic,Tan,XS,67.18,Brand: Nordic | Size: XS | Type: Gown,63.82,72.22,Nordic,Olive,XS,Gown,
DESC0143,Nordic Gown in Olive size XS,3,SKU1000538,Nordic Gown,Nordic,Black,M,62.0,Brand: Nordic | Type: Gown,73.7,44.44,Nordic,Olive,XS,Gown,
DESC0144,Do you carry Essential Parka for Winter 2024?,1,SKU1000118,Essential Parka,Essential,Cream,XS,83.56,Brand: Essential | Type: Parka,72.6,100.0,Essential,,,Parka,Winter 2024
DESC0144,Do you carry Essential Parka for Winter 2024?,2,SKU1000058,Essential Parka,Essential,Charcoal,L,80.44,Brand: Essential | Type: Parka,80.74,80.0,Essential,,,Parka,Winter 2024
DESC0144,Do you carry Essential Parka for Winter 2024?,3,SKU1000064,Essential Parka,Essential,Red,XXL,73.76,Brand: Essential | Type: Parka,69.6,80.0,Essential,,,Parka,Winter 2024
DESC0145,"Want polo with moisture-wicking performance, white in L for Spring 2025.",1,SKU1000260,Classic Polo,Classic,White,L,81.75,Color: White | Size: L | Type: Polo,69.59,100.0,,White,L,Polo,Spring 2025
DESC0145,"Want polo with moisture-wicking performance, white in L for Spring 2025.",2,SKU1000284,Premium Polo,Premium,Charcoal,L,56.56,Size: L | Type: Polo,49.81,66.67,,White,L,Polo,Spring 2025
DESC0145,"Want polo with moisture-wicking performance, white in L for Spring 2025.",3,SKU1000182,Alpine Polo,Alpine,White,M,47.06,Color: White | Type: Polo,42.89,53.33,,White,L,Polo,Spring 2025
DESC0146,Need Comfort Jacket Gray size M,1,SKU1000126,Comfort Jacket,Comfort,Gray,M,80.84,Brand: Comfort | Color: Gray | Size: M | Type: Jacket,68.06,100.0,Comfort,Gray,M,Jacket,
DESC0146,Need Comfort Jacket Gray size M,2,SKU1000132,Comfort Jacket,Comfort,Cream,XXL,51.27,Brand: Comfort | Type: Jacket,55.83,44.44,Comfort,Gray,M,Jacket,
DESC0146,Need Comfort Jacket Gray size M,3,SKU1000006,Urban Jacket,Urban,Gray,L,41.13,Color: Gray | Type: Jacket,38.92,44.44,Comfort,Gray,M,Jacket,
DESC0147,"Do you have the lassic Blaer in oilve, size M?",1,SKU1000604,Essential Gown,Essential,Beige,M,40.0,Size: M,0.0,100.0,,,M,,
DESC0147,"Do you have the lassic Blaer in oilve, size M?",2,SKU1000170,Nordic Polo,Nordic,Charcoal,M,40.0,Size: M,0.0,100.0,,,M,,
DESC0147,"Do you have the lassic Blaer in oilve, size M?",3,SKU1000175,Elite T-Shirt,Elite,Gray,M,40.0,Size: M,0.0,100.0,,,M,,
DESC0148,"I want Elite's noir skirt in XXL, please.",1,SKU1000337,Elite Skirt,Elite,Black,XXL,68.45,Brand: Elite | Size: XXL | Type: Skirt,47.42,100.0,Elite,,XXL,Skirt,
DESC0148,"I want Elite's noir skirt in XXL, please.",2,SKU1000472,Elite Skirt,Elite,Navy,M,55.89,Brand: Elite | Type: Skirt,52.13,61.54,Elite,,XXL,Skirt,
DESC0148,"I want Elite's noir skirt in XXL, please.",3,SKU1000357,Elite Skirt,Elite,White,L,55.2,Brand: Elite | Type: Skirt,50.98,61.54,Elite,,XXL,Skirt,
DESC0149,"Need size XXL Turtleneck this season, any brand works.",1,SKU1000291,Nordic Turtleneck,Nordic,Beige,XXL,71.94,Size: XXL | Type: Turtleneck,53.23,100.0,,,XXL,Turtleneck,
DESC0149,"Need size XXL Turtleneck this season, any brand works.",2,SKU1000297,Style Turtleneck,Style,White,XXL,67.37,Size: XXL | Type: Turtleneck,45.61,100.0,,,XXL,Turtleneck,
DESC0149,"Need size XXL Turtleneck this season, any brand works.",3,SKU1000219,Style Turtleneck,Style,Charcoal,XXL,66.28,Size: XXL | Type: Turtleneck,43.8,100.0,,,XXL,Turtleneck,
DESC0150,"Need green jeans that are well-ventilated for Fall 2024, size M.",1,SKU1000431,Elite Jeans,Elite,Green,M,73.25,Color: Green | Size: M | Type: Jeans,55.41,100.0,,Green,M,Jeans,Fall 2024
DESC0150,"Need green jeans that are well-ventilated for Fall 2024, size M.",2,SKU1000436,Style Jeans,Style,Brown,M,49.4,Size: M | Type: Jeans,46.78,53.33,,Green,M,Jeans,Fall 2024
DESC0150,"Need green jeans that are well-ventilated for Fall 2024, size M.",3,SKU1000116,Style Cardigan,Style,Green,M,47.13,Color: Green | Size: M,25.21,80.0,,Green,M,Jeans,Fall 2024
DESC0151,"Do you have the Prremium Jackt in lue, size XS?",1,SKU1000793,Urban Loafers,Urban,Red,XS,51.21,Size: XS,18.68,100.0,,,XS,,
DESC0151,"Do you have the Prremium Jackt in lue, size XS?",2,SKU1000138,Premium Jacket,Premium,Blue,XS,50.49,Size: XS,17.48,100.0,,,XS,,
DESC0151,"Do you have the Prremium Jackt in lue, size XS?",3,SKU1000242,Premium Polo,Premium,Olive,XS,50.44,Size: XS,17.4,100.0,,,XS,,
DESC0152,"Searching for the Alpine skirt finished in ecru, XXL size.",1,SKU1000387,Alpine Skirt,Alpine,Cream,L,71.56,Brand: Alpine | Color: Cream | Type: Skirt,71.11,72.22,Alpine,Cream,XXL,Skirt,
DESC0152,"Searching for the Alpine skirt finished in ecru, XXL size.",2,SKU1000462,Alpine Skirt,Alpine,Tan,XXL,61.32,Brand: Alpine | Size: XXL | Type: Skirt,54.06,72.22,Alpine,Cream,XXL,Skirt,
DESC0152,"Searching for the Alpine skirt finished in ecru, XXL size.",3,SKU1000479,Alpine Leggings,Alpine,Cream,XXL,61.14,Brand: Alpine | Color: Cream | Size: XXL,46.35,83.33,Alpine,Cream,XXL,Skirt,
DESC0153,Looking for Classic Shirt Charcoal XXL,1,SKU1000244,Classic Shirt,Classic,Charcoal,XXL,70.04,Brand: Classic | Size: XXL | Type: Shirt,68.59,72.22,Classic,Gray,XXL,Shirt,
DESC0153,Looking for Classic Shirt Charcoal XXL,2,SKU1000202,Classic Shirt,Classic,Charcoal,S,56.31,Brand: Classic | Type: Shirt,64.22,44.44,Classic,Gray,XXL,Shirt,
DESC0153,Looking for Classic Shirt Charcoal XXL,3,SKU1000250,Classic Shirt,Classic,Cream,XS,54.25,Brand: Classic | Type: Shirt,60.79,44.44,Classic,Gray,XXL,Shirt,
DESC0154,"Need green sweater that is flexible for Winter 2025, size XL.",1,SKU1000246,Nordic Sweater,Nordic,Green,XL,69.28,Color: Green | Size: XL | Type: Sweater,48.8,100.0,,Green,XL,Sweater,Winter 2025
DESC0154,"Need green sweater that is flexible for Winter 2025, size XL.",2,SKU1000687,Alpine Sandals,Alpine,Green,XL,50.68,Color: Green | Size: XL,31.13,80.0,,Green,XL,Sweater,Winter 2025
DESC0154,"Need green sweater that is flexible for Winter 2025, size XL.",3,SKU1000222,Essential Sweater,Essential,Green,M,45.52,Color: Green | Type: Sweater,40.31,53.33,,Green,XL,Sweater,Winter 2025
DESC0155,"Searching for versatile outerwear, preferably XS.",1,SKU1000793,Urban Loafers,Urban,Red,XS,51.21,Size: XS,18.68,100.0,,,XS,,
DESC0155,"Searching for versatile outerwear, preferably XS.",2,SKU1000138,Premium Jacket,Premium,Blue,XS,50.49,Size: XS,17.48,100.0,,,XS,,
DESC0155,"Searching for versatile outerwear, preferably XS.",3,SKU1000242,Premium Polo,Premium,Olive,XS,50.44,Size: XS,17.4,100.0,,,XS,,
DESC0156,Need Comffort's phite Yress sz XXL asap.,1,SKU1000465,Alpine Pants,Alpine,Beige,XXL,51.53,Size: XXL,19.22,100.0,,,XXL,,
DESC0156,Need Comffort's phite Yress sz XXL asap.,2,SKU1000479,Alpine Leggings,Alpine,Cream,XXL,51.17,Size: XXL,18.61,100.0,,,XXL,,
DESC0156,Need Comffort's phite Yress sz XXL asap.,3,SKU1000296,Essential Polo,Essential,Red,XXL,51.15,Size: XXL,18.58,100.0,,,XXL,,
DESC0157,"Hi, could you help me find the blue vest from Elite in size XL? Let me know what's possible.",1,SKU1000119,Elite Vest,Elite,Blue,XL,80.31,Brand: Elite | Color: Blue | Size: XL | Type: Vest,67.18,100.0,Elite,Blue,XL,Vest,
DESC0157,"Hi, could you help me find the blue vest from Elite in size XL? Let me know what's possible.",2,SKU1000035,Elite Vest,Elite,Beige,XXL,50.76,Brand: Elite | Type: Vest,54.97,44.44,Elite,Blue,XL,Vest,
DESC0157,"Hi, could you help me find the blue vest from Elite in size XL? Let me know what's possible.",3,SKU1000009,Elite Blazer,Elite,Blue,XL,50.19,Brand: Elite | Color: Blue | Size: XL,28.09,83.33,Elite,Blue,XL,Vest,
DESC0158,Nordic Jacket in Blue size M,1,SKU1000114,Nordic Jacket,Nordic,Blue,M,89.22,Brand: Nordic | Color: Blue | Size: M | Type: Jacket,82.03,100.0,Nordic,Blue,M,Jacket,
DESC0158,Nordic Jacket in Blue size M,2,SKU1000000,Nordic Jacket,Nordic,Brown,XL,60.76,Brand: Nordic | Type: Jacket,71.63,44.44,Nordic,Blue,M,Jacket,
DESC0158,Nordic Jacket in Blue size M,3,SKU1000012,Nordic Jacket,Nordic,Beige,XL,58.2,Brand: Nordic | Type: Jacket,67.37,44.44,Nordic,Blue,M,Jacket,
DESC0159,"Do you have the Elitte Dresss in brwn, size XXL?",1,SKU1000465,Alpine Pants,Alpine,Beige,XXL,51.53,Size: XXL,19.22,100.0,,,XXL,,
DESC0159,"Do you have the Elitte Dresss in brwn, size XXL?",2,SKU1000479,Alpine Leggings,Alpine,Cream,XXL,51.17,Size: XXL,18.61,100.0,,,XXL,,
DESC0159,"Do you have the Elitte Dresss in brwn, size XXL?",3,SKU1000296,Essential Polo,Essential,Red,XXL,51.15,Size: XXL,18.58,100.0,,,XXL,,
DESC0160,"After Gray option in S, preferably Jeans.",1,SKU1000411,Premium Jeans,Premium,Gray,S,68.47,Color: Gray | Size: S | Type: Jeans,47.46,100.0,,Gray,S,Jeans,
DESC0160,"After Gray option in S, preferably Jeans.",2,SKU1000381,Comfort Jeans,Comfort,Gray,S,65.48,Color: Gray | Size: S | Type: Jeans,42.47,100.0,,Gray,S,Jeans,
DESC0160,"After Gray option in S, preferably Jeans.",3,SKU1000336,Nordic Jeans,Nordic,Gray,XXL,51.7,Color: Gray | Type: Jeans,45.14,61.54,,Gray,S,Jeans,
DESC0161,Do you carry Urban Parka for Winter 2024?,1,SKU1000124,Urban Parka,Urban,Burgundy,XL,91.19,Brand: Urban | Type: Parka,85.32,100.0,Urban,,,Parka,Winter 2024
DESC0161,Do you carry Urban Parka for Winter 2024?,2,SKU1000088,Urban Parka,Urban,Burgundy,M,76.18,Brand: Urban | Type: Parka,73.63,80.0,Urban,,,Parka,Winter 2024
DESC0161,Do you carry Urban Parka for Winter 2024?,3,SKU1000130,Urban Parka,Urban,Black,L,74.45,Brand: Urban | Type: Parka,70.75,80.0,Urban,,,Parka,Winter 2024
DESC0162,"Need cream blazer that is waterproof for Winter 2025, size XXL.",1,SKU1000081,Modern Blazer,Modern,Cream,XXL,70.91,Color: Cream | Size: XXL | Type: Blazer,51.52,100.0,,Cream,XXL,Blazer,Winter 2025
DESC0162,"Need cream blazer that is waterproof for Winter 2025, size XXL.",2,SKU1000047,Comfort Vest,Comfort,Cream,XXL,42.88,Color: Cream | Size: XXL,18.13,80.0,,Cream,XXL,Blazer,Winter 2025
DESC0162,"Need cream blazer that is waterproof for Winter 2025, size XXL.",3,SKU1000155,Style Vest,Style,Cream,XXL,38.82,Color: Cream | Size: XXL,20.25,66.67,,Cream,XXL,Blazer,Winter 2025
DESC0163,"Looking for wrinkle-free and high-stretch brown pants in M, ideally linen.",1,SKU1000365,Classic Pants,Classic,Brown,M,70.78,Color: Brown | Size: M | Type: Pants,51.3,100.0,,Brown,M,Pants,
DESC0163,"Looking for wrinkle-free and high-stretch brown pants in M, ideally linen.",2,SKU1000370,Comfort Pants,Comfort,Brown,M,61.66,Color: Brown | Size: M | Type: Pants,36.11,100.0,,Brown,M,Pants,
DESC0163,"Looking for wrinkle-free and high-stretch brown pants in M, ideally linen.",3,SKU1000345,Comfort Pants,Comfort,Brown,L,50.48,Color: Brown | Type: Pants,43.12,61.54,,Brown,M,Pants,
DESC0164,Looking for the olive tone outerwear piece from Urban in M.,1,SKU1000628,Urban Gown,Urban,Olive,M,62.35,Brand: Urban | Color: Olive | Size: M,37.26,100.0,Urban,Olive,M,,
DESC0164,Looking for the olive tone outerwear piece from Urban in M.,2,SKU1000271,Urban T-Shirt,Urban,Olive,M,61.52,Brand: Urban | Color: Olive | Size: M,35.87,100.0,Urban,Olive,M,,
DESC0164,Looking for the olive tone outerwear piece from Urban in M.,3,SKU1000128,Urban Cardigan,Urban,Olive,S,60.21,Brand: Urban | Color: Olive,55.91,66.67,Urban,Olive,M,,
DESC0165,Do you carry Elite Vest for Fall 2025?,1,SKU1000113,Elite Vest,Elite,Cream,M,82.6,Brand: Elite | Type: Vest,71.0,100.0,Elite,,,Vest,Fall 2025
DESC0165,Do you carry Elite Vest for Fall 2025?,2,SKU1000035,Elite Vest,Elite,Beige,XXL,65.94,Brand: Elite | Type: Vest,56.56,80.0,Elite,,,Vest,Fall 2025
DESC0165,Do you carry Elite Vest for Fall 2025?,3,SKU1000119,Elite Vest,Elite,Blue,XL,62.83,Brand: Elite | Type: Vest,51.38,80.0,Elite,,,Vest,Fall 2025
DESC0166,"Need size XS Boots this season, any brand works.",1,SKU1000780,Elite Boots,Elite,Red,XS,68.19,Size: XS | Type: Boots,46.99,100.0,,,XS,Boots,
DESC0166,"Need size XS Boots this season, any brand works.",2,SKU1000655,Urban Boots,Urban,Tan,XS,67.35,Size: XS | Type: Boots,45.59,100.0,,,XS,Boots,
DESC0166,"Need size XS Boots this season, any brand works.",3,SKU1000650,Classic Boots,Classic,Tan,XS,65.13,Size: XS | Type: Boots,41.89,100.0,,,XS,Boots,
DESC0167,Need Stmle's ggray Sandzls sz M asap.,1,SKU1000604,Essential Gown,Essential,Beige,M,40.0,Size: M,0.0,100.0,,,M,,
DESC0167,Need Stmle's ggray Sandzls sz M asap.,2,SKU1000170,Nordic Polo,Nordic,Charcoal,M,40.0,Size: M,0.0,100.0,,,M,,
DESC0167,Need Stmle's ggray Sandzls sz M asap.,3,SKU1000175,Elite T-Shirt,Elite,Gray,M,40.0,Size: M,0.0,100.0,,,M,,
DESC0168,Looking for the camel roll-neck from Classic in S.,1,SKU1000245,Classic Blouse,Classic,Brown,S,71.06,Brand: Classic | Size: S,51.77,100.0,Classic,,S,,
DESC0168,Looking for the camel roll-neck from Classic in S.,2,SKU1000305,Classic Blouse,Classic,Cream,S,67.18,Brand: Classic | Size: S,45.31,100.0,Classic,,S,,
DESC0168,Looking for the camel roll-neck from Classic in S.,3,SKU1000647,Classic Sandals,Classic,Navy,S,66.17,Brand: Classic | Size: S,43.61,100.0,Classic,,S,,
DESC0169,"Green Dress from Comfort, size M",1,SKU1000576,Comfort Dress,Comfort,Green,M,71.53,Brand: Comfort | Color: Green | Size: M | Type: Dress,52.55,100.0,Comfort,Green,M,Dress,
DESC0169,"Green Dress from Comfort, size M",2,SKU1000197,Comfort Blouse,Comfort,Green,M,52.72,Brand: Comfort | Color: Green | Size: M,32.31,83.33,Comfort,Green,M,Dress,
DESC0169,"Green Dress from Comfort, size M",3,SKU1000591,Comfort Dress,Comfort,White,XXL,41.83,Brand: Comfort | Type: Dress,40.08,44.44,Comfort,Green,M,Dress,
DESC0170,"Do you have the Prmeium Pollo in charrcoal, size L?",1,SKU1000238,Premium Shirt,Premium,Cream,L,40.0,Size: L,0.0,100.0,,,L,,
DESC0170,"Do you have the Prmeium Pollo in charrcoal, size L?",2,SKU1000701,Style Sneakers,Style,Cream,L,40.0,Size: L,0.0,100.0,,,L,,
DESC0170,"Do you have the Prmeium Pollo in charrcoal, size L?",3,SKU1000433,Essential Shorts,Essential,Olive,L,40.0,Size: L,0.0,100.0,,,L,,
DESC0171,"Looking for Olive Boots, size XL.",1,SKU1000750,Style Boots,Style,Olive,XL,66.63,Color: Olive | Size: XL | Type: Boots,44.38,100.0,,Olive,XL,Boots,
DESC0171,"Looking for Olive Boots, size XL.",2,SKU1000695,Elite Boots,Elite,Olive,XXL,48.96,Color: Olive | Type: Boots,40.57,61.54,,Olive,XL,Boots,
DESC0171,"Looking for Olive Boots, size XL.",3,SKU1000710,Essential Boots,Essential,Black,XL,47.89,Size: XL | Type: Boots,38.8,61.54,,Olive,XL,Boots,
DESC0172,Do you carry Alpine Blouse for Winter 2025?,1,SKU1000239,Alpine Blouse,Alpine,White,XS,88.21,Brand: Alpine | Type: Blouse,80.36,100.0,Alpine,,,Blouse,Winter 2025
DESC0172,Do you carry Alpine Blouse for Winter 2025?,2,SKU1000281,Alpine Blouse,Alpine,Burgundy,M,78.58,Brand: Alpine | Type: Blouse,77.64,80.0,Alpine,,,Blouse,Winter 2025
DESC0172,Do you carry Alpine Blouse for Winter 2025?,3,SKU1000203,Alpine Blouse,Alpine,Burgundy,XL,72.33,Brand: Alpine | Type: Blouse,67.22,80.0,Alpine,,,Blouse,Winter 2025
DESC0173,"Need size XS Sneakers this season, any brand works.",1,SKU1000771,Essential Sneakers,Essential,Gray,XS,67.77,Size: XS | Type: Sneakers,46.28,100.0,,,XS,Sneakers,
DESC0173,"Need size XS Sneakers this season, any brand works.",2,SKU1000731,Urban Sneakers,Urban,Beige,XS,66.33,Size: XS | Type: Sneakers,43.89,100.0,,,XS,Sneakers,
DESC0173,"Need size XS Sneakers this season, any brand works.",3,SKU1000681,Style Sneakers,Style,Burgundy,XS,66.01,Size: XS | Type: Sneakers,43.36,100.0,,,XS,Sneakers,
DESC0174,"Hello, do you happen to have the blue coat from Classic in size S? Let me know what's possible.",1,SKU1000151,Classic Coat,Classic,Blue,S,77.86,Brand: Classic | Color: Blue | Size: S | Type: Coat,63.09,100.0,Classic,Blue,S,Coat,
DESC0174,"Hello, do you happen to have the blue coat from Classic in size S? Let me know what's possible.",2,SKU1000097,Classic Coat,Classic,Tan,S,57.18,Brand: Classic | Size: S | Type: Coat,47.15,72.22,Classic,Blue,S,Coat,
DESC0174,"Hello, do you happen to have the blue coat from Classic in size S? Let me know what's possible.",3,SKU1000025,Elite Coat,Elite,Blue,S,55.45,Color: Blue | Size: S | Type: Coat,44.26,72.22,Classic,Blue,S,Coat,
DESC0175,Need Urban Jeans Red size XL,1,SKU1000331,Urban Jeans,Urban,Red,XL,80.15,Brand: Urban | Color: Red | Size: XL | Type: Jeans,66.91,100.0,Urban,Red,XL,Jeans,
DESC0175,Need Urban Jeans Red size XL,2,SKU1000326,Urban Jeans,Urban,Navy,XL,70.53,Brand: Urban | Size: XL | Type: Jeans,69.4,72.22,Urban,Red,XL,Jeans,
DESC0175,Need Urban Jeans Red size XL,3,SKU1000321,Urban Jeans,Urban,Brown,XL,68.16,Brand: Urban | Size: XL | Type: Jeans,65.45,72.22,Urban,Red,XL,Jeans,
DESC0176,"White Sandals from Nordic, size M",1,SKU1000727,Nordic Sandals,Nordic,White,M,77.9,Brand: Nordic | Color: White | Size: M | Type: Sandals,63.16,100.0,Nordic,White,M,Sandals,
DESC0176,"White Sandals from Nordic, size M",2,SKU1000737,Nordic Sandals,Nordic,Brown,M,56.92,Brand: Nordic | Size: M | Type: Sandals,46.72,72.22,Nordic,White,M,Sandals,
DESC0176,"White Sandals from Nordic, size M",3,SKU1000777,Nordic Sandals,Nordic,Olive,M,55.35,Brand: Nordic | Size: M | Type: Sandals,44.11,72.22,Nordic,White,M,Sandals,
DESC0177,"Looking for crease-resistant white sundress in L, ideally silk.",1,SKU1000554,Classic Sundress,Classic,White,L,64.8,Color: White | Size: L | Type: Sundress,41.33,100.0,,White,L,Sundress,
DESC0177,"Looking for crease-resistant white sundress in L, ideally silk.",2,SKU1000608,Comfort Sundress,Comfort,White,L,59.55,Color: White | Size: L | Type: Sundress,32.59,100.0,,White,L,Sundress,
DESC0177,"Looking for crease-resistant white sundress in L, ideally silk.",3,SKU1000596,Essential Sundress,Essential,White,S,47.09,Color: White | Type: Sundress,37.46,61.54,,White,L,Sundress,
DESC0178,Looking for the cobalt knit sweater from Nordic in L.,1,SKU1000306,Nordic Sweater,Nordic,Gray,XS,56.89,Brand: Nordic | Type: Sweater,53.79,61.54,Nordic,,L,Sweater,
DESC0178,Looking for the cobalt knit sweater from Nordic in L.,2,SKU1000246,Nordic Sweater,Nordic,Green,XL,56.27,Brand: Nordic | Type: Sweater,52.76,61.54,Nordic,,L,Sweater,
DESC0178,Looking for the cobalt knit sweater from Nordic in L.,3,SKU1000198,Nordic Sweater,Nordic,Navy,S,55.83,Brand: Nordic | Type: Sweater,52.02,61.54,Nordic,,L,Sweater,
DESC0179,"Looking for ccharcoal Sundrhss by Nrdic, size XXL please.",1,SKU1000465,Alpine Pants,Alpine,Beige,XXL,51.53,Size: XXL,19.22,100.0,,,XXL,,
DESC0179,"Looking for ccharcoal Sundrhss by Nrdic, size XXL please.",2,SKU1000479,Alpine Leggings,Alpine,Cream,XXL,51.17,Size: XXL,18.61,100.0,,,XXL,,
DESC0179,"Looking for ccharcoal Sundrhss by Nrdic, size XXL please.",3,SKU1000296,Essential Polo,Essential,Red,XXL,51.15,Size: XXL,18.58,100.0,,,XXL,,
DESC0180,"Do you have the Commfort Yoots in bnack, size XL?",1,SKU1000328,Classic Shorts,Classic,Beige,XL,50.59,Size: XL,17.64,100.0,,,XL,,
DESC0180,"Do you have the Commfort Yoots in bnack, size XL?",2,SKU1000724,Classic Heels,Classic,Olive,XL,50.54,Size: XL,17.56,100.0,,,XL,,
DESC0180,"Do you have the Commfort Yoots in bnack, size XL?",3,SKU1000143,Style Vest,Style,Burgundy,XL,50.42,Size: XL,17.37,100.0,,,XL,,
DESC0181,Need Essential Leggings Red size S,1,SKU1000329,Essential Leggings,Essential,Red,S,87.25,Brand: Essential | Color: Red | Size: S | Type: Leggings,78.75,100.0,Essential,Red,S,Leggings,
DESC0181,Need Essential Leggings Red size S,2,SKU1000369,Essential Leggings,Essential,Green,S,75.74,Brand: Essential | Size: S | Type: Leggings,78.09,72.22,Essential,Red,S,Leggings,
DESC0181,Need Essential Leggings Red size S,3,SKU1000344,Essential Leggings,Essential,White,S,74.03,Brand: Essential | Size: S | Type: Leggings,75.24,72.22,Essential,Red,S,Leggings,
DESC0182,"Good afternoon, I'm hoping to order the burgundy gown from Nordic in size S? Thanks so much!",1,SKU1000484,Nordic Gown,Nordic,Burgundy,S,63.78,Brand: Nordic | Color: Burgundy | Type: Gown,58.15,72.22,Nordic,Burgundy,M,Gown,
DESC0182,"Good afternoon, I'm hoping to order the burgundy gown from Nordic in size S? Thanks so much!",2,SKU1000538,Nordic Gown,Nordic,Black,M,62.69,Brand: Nordic | Size: M | Type: Gown,56.34,72.22,Nordic,Burgundy,M,Gown,
DESC0182,"Good afternoon, I'm hoping to order the burgundy gown from Nordic in size S? Thanks so much!",3,SKU1000526,Nordic Gown,Nordic,Burgundy,XL,58.75,Brand: Nordic | Color: Burgundy | Type: Gown,49.77,72.22,Nordic,Burgundy,M,Gown,
DESC0183,Do you carry Essential Parka for Winter 2025?,1,SKU1000064,Essential Parka,Essential,Red,XXL,85.29,Brand: Essential | Type: Parka,75.49,100.0,Essential,,,Parka,Winter 2025
DESC0183,Do you carry Essential Parka for Winter 2025?,2,SKU1000058,Essential Parka,Essential,Charcoal,L,79.47,Brand: Essential | Type: Parka,79.12,80.0,Essential,,,Parka,Winter 2025
DESC0183,Do you carry Essential Parka for Winter 2025?,3,SKU1000118,Essential Parka,Essential,Cream,XS,72.16,Brand: Essential | Type: Parka,66.93,80.0,Essential,,,Parka,Winter 2025
DESC0184,"Good afternoon, I'm checking if you carry the beige skirt from Modern in size XS? Appreciate your help.",1,SKU1000352,Modern Skirt,Modern,Beige,XS,69.15,Brand: Modern | Color: Beige | Type: Skirt,67.11,72.22,Modern,Beige,M,Skirt,
