SKU,Product_Name,Category,Subcategory,Brand,Color,Size,Material,Features,Season,Price
SKU1000670,Comfort Boots,Footwear,Boots,Comfort,Red,S,Denim,Quick-dry|Stretch,Spring 2025,291.99
SKU1000671,Comfort Sneakers,Footwear,Sneakers,Comfort,Gray,XS,Nylon,Insulated,Spring 2025,123.11
SKU1000672,Premium Sandals,Footwear,Sandals,Premium,Beige,S,Cotton,,Spring 2025,281.88
SKU1000673,Premium Loafers,Footwear,Loafers,Premium,Green,XS,Silk,Moisture-wicking|Insulated|Stretch,Spring 2025,95.25
SKU1000674,Essential Heels,Footwear,Heels,Essential,Gray,M,Cashmere,Quick-dry|Moisture-wicking,Summer 2025,103.77
SKU1000675,Comfort Boots,Footwear,Boots,Comfort,Tan,L,Fleece,,Spring 2024,152.62
SKU1000676,Comfort Sneakers,Footwear,Sneakers,Comfort,Black,XL,Wool,,Fall 2024,129.84
SKU1000677,Premium Sandals,Footwear,Sandals,Premium,White,XL,Blend,Moisture-wicking,Winter 2025,278.59
SKU1000678,Comfort Loafers,Footwear,Loafers,Comfort,Tan,M,Leather,,Summer 2025,233.04
SKU1000679,Urban Heels,Footwear,Heels,Urban,Burgundy,XS,Leather,Insulated,Spring 2025,90.26
SKU1000680,Classic Boots,Footwear,Boots,Classic,Charcoal,XL,Cashmere,Moisture-wicking|Waterproof|Quick-dry,Winter 2024,115.26
SKU1000681,Style Sneakers,Footwear,Sneakers,Style,Burgundy,XS,Polyester,Waterproof,Winter 2025,247.68
SKU1000682,Elite Sandals,Footwear,Sandals,Elite,Burgundy,S,Silk,Quick-dry,Spring 2024,143.99
SKU1000683,Premium Loafers,Footwear,Loafers,Premium,Blue,S,Cotton,Stretch,Winter 2025,71.2
SKU1000684,Style Heels,Footwear,Heels,Style,White,S,Silk,Quick-dry|Waterproof,Winter 2024,124.47
SKU1000685,Style Boots,Footwear,Boots,Style,Charcoal,XXL,Linen,Insulated|Moisture-wicking,Spring 2024,242.02
SKU1000686,Nordic Sneakers,Footwear,Sneakers,Nordic,Black,XL,Nylon,Quick-dry|Waterproof|Stretch,Summer 2025,164.09
SKU1000687,Alpine Sandals,Footwear,Sandals,Alpine,Green,XL,Polyester,Stretch,Winter 2025,228.38
SKU1000688,Nordic Loafers,Footwear,Loafers,Nordic,Blue,XL,Wool,Stretch,Summer 2024,152.47
SKU1000689,Classic Heels,Footwear,Heels,Classic,Blue,M,Nylon,Moisture-wicking|Stretch,Winter 2025,272.3
SKU1000690,Premium Boots,Footwear,Boots,Premium,Beige,XL,Leather,Breathable|Quick-dry|Stretch,Spring 2025,266.59
SKU1000691,Style Sneakers,Footwear,Sneakers,Style,Red,S,Blend,Moisture-wicking|Stretch,Fall 2024,79.81
SKU1000692,Premium Sandals,Footwear,Sandals,Premium,Blue,XXL,Polyester,Insulated|Quick-dry|Waterproof,Fall 2025,165.59
SKU1000693,Comfort Loafers,Footwear,Loafers,Comfort,Brown,L,Cashmere,Insulated,Spring 2025,244.29
SKU1000694,Essential Heels,Footwear,Heels,Essential,Black,XS,Fleece,Stretch|Waterproof|Breathable,Fall 2025,100.97
SKU1000695,Elite Boots,Footwear,Boots,Elite,Olive,XXL,Fleece,Moisture-wicking|Insulated|Quick-dry,Fall 2025,174.69
SKU1000696,Classic Sneakers,Footwear,Sneakers,Classic,White,XL,Wool,Stretch|Insulated|Quick-dry,Spring 2024,97.85
SKU1000697,Elite Sandals,Footwear,Sandals,Elite,Navy,L,Cashmere,Stretch|Waterproof,Summer 2025,136.63
SKU1000698,Classic Loafers,Footwear,Loafers,Classic,Green,XL,Fleece,Insulated,Summer 2024,141.65
SKU1000699,Alpine Heels,Footwear,Heels,Alpine,Cream,S,Cotton,Breathable|Insulated|Waterproof,Fall 2025,186.8
SKU1000700,Modern Boots,Footwear,Boots,Modern,Brown,XL,Leather,Stretch,Spring 2025,252.2
SKU1000701,Style Sneakers,Footwear,Sneakers,Style,Cream,L,Cotton,Waterproof,Summer 2025,164.29
SKU1000702,Modern Sandals,Footwear,Sandals,Modern,Charcoal,M,Wool,,Fall 2025,271.14
SKU1000703,Comfort Loafers,Footwear,Loafers,Comfort,Gray,XXL,Denim,Moisture-wicking|Insulated,Fall 2024,193.59
SKU1000704,Elite Heels,Footwear,Heels,Elite,Charcoal,L,Polyester,Stretch,Spring 2025,127.15
SKU1000705,Premium Boots,Footwear,Boots,Premium,Blue,L,Wool,Stretch|Moisture-wicking|Waterproof,Summer 2024,276.45
SKU1000706,Urban Sneakers,Footwear,Sneakers,Urban,Brown,L,Leather,Breathable,Spring 2025,80.68
SKU1000707,Style Sandals,Footwear,Sandals,Style,Green,L,Linen,Insulated|Moisture-wicking,Fall 2024,299.19
SKU1000708,Essential Loafers,Footwear,Loafers,Essential,Red,XL,Cotton,Waterproof,Summer 2025,243.82
SKU1000709,Essential Heels,Footwear,Heels,Essential,Red,M,Blend,Quick-dry,Spring 2025,100.43
SKU1000710,Essential Boots,Footwear,Boots,Essential,Black,XL,Cotton,Stretch|Insulated,Spring 2025,150.96
SKU1000711,Nordic Sneakers,Footwear,Sneakers,Nordic,Red,XXL,Cotton,Insulated|Waterproof|Breathable,Winter 2025,126.49
SKU1000712,Nordic Sandals,Footwear,Sandals,Nordic,Black,M,Silk,Stretch|Moisture-wicking|Waterproof,Winter 2025,86.32
SKU1000713,Comfort Loafers,Footwear,Loafers,Comfort,Cream,S,Fleece,Breathable|Moisture-wicking|Waterproof,Spring 2024,113.99
SKU1000714,Alpine Heels,Footwear,Heels,Alpine,Cream,M,Linen,Quick-dry,Fall 2024,274.59
SKU1000715,Essential Boots,Footwear,Boots,Essential,Red,M,Fleece,,Winter 2025,235.88
SKU1000716,Alpine Sneakers,Footwear,Sneakers,Alpine,Blue,S,Nylon,Stretch,Winter 2025,231.58
SKU1000717,Comfort Sandals,Footwear,Sandals,Comfort,Blue,S,Nylon,Stretch|Quick-dry|Waterproof,Fall 2024,293.76
SKU1000718,Modern Loafers,Footwear,Loafers,Modern,Cream,S,Linen,,Summer 2025,123.48
SKU1000719,Urban Heels,Footwear,Heels,Urban,Burgundy,L,Denim,,Spring 2025,127.79
SKU1000720,Modern Boots,Footwear,Boots,Modern,Tan,XXL,Wool,,Winter 2024,244.26
SKU1000721,Elite Sneakers,Footwear,Sneakers,Elite,White,S,Linen,,Spring 2024,157.78
SKU1000722,Premium Sandals,Footwear,Sandals,Premium,Red,XL,Blend,Waterproof,Fall 2024,242.9
SKU1000723,Comfort Loafers,Footwear,Loafers,Comfort,Olive,L,Polyester,Insulated|Waterproof,Winter 2024,272.41
SKU1000724,Classic Heels,Footwear,Heels,Classic,Olive,XL,Denim,,Summer 2025,261.07
SKU1000725,Comfort Boots,Footwear,Boots,Comfort,Red,XS,Silk,,Summer 2024,213.73
SKU1000726,Urban Sneakers,Footwear,Sneakers,Urban,Gray,XS,Silk,Insulated,Summer 2025,128.63
SKU1000727,Nordic Sandals,Footwear,Sandals,Nordic,White,M,Polyester,,Summer 2025,168.15
SKU1000728,Premium Loafers,Footwear,Loafers,Premium,Brown,XL,Wool,Stretch|Quick-dry|Insulated,Fall 2025,228.93
SKU1000729,Modern Heels,Footwear,Heels,Modern,Red,XL,Leather,Insulated|Moisture-wicking,Spring 2025,235.97
SKU1000730,Alpine Boots,Footwear,Boots,Alpine,Gray,XL,Fleece,,Summer 2024,284.92
SKU1000731,Urban Sneakers,Footwear,Sneakers,Urban,Beige,XS,Linen,,Fall 2025,117.31
SKU1000732,Classic Sandals,Footwear,Sandals,Classic,Beige,XL,Cashmere,Breathable|Insulated,Spring 2025,91.72
SKU1000733,Alpine Loafers,Footwear,Loafers,Alpine,Tan,S,Nylon,Waterproof,Spring 2024,206.57
SKU1000734,Premium Heels,Footwear,Heels,Premium,Beige,S,Silk,Breathable,Spring 2024,188.59
SKU1000735,Style Boots,Footwear,Boots,Style,Red,S,Silk,Waterproof,Fall 2024,184.7
SKU1000736,Premium Sneakers,Footwear,Sneakers,Premium,Navy,S,Fleece,,Summer 2025,125.67
SKU1000737,Nordic Sandals,Footwear,Sandals,Nordic,Brown,M,Nylon,Insulated|Stretch,Winter 2024,91.56
SKU1000738,Style Loafers,Footwear,Loafers,Style,Olive,M,Wool,,Fall 2025,183.97
SKU1000739,Modern Heels,Footwear,Heels,Modern,Brown,L,Linen,Waterproof|Quick-dry|Stretch,Summer 2024,228.93
SKU1000740,Premium Boots,Footwear,Boots,Premium,Beige,XXL,Denim,,Spring 2024,193.91
SKU1000741,Premium Sneakers,Footwear,Sneakers,Premium,Navy,XXL,Blend,Insulated|Quick-dry,Summer 2025,277.48
SKU1000742,Urban Sandals,Footwear,Sandals,Urban,Gray,L,Polyester,Insulated|Stretch,Winter 2024,284.93
SKU1000743,Essential Loafers,Footwear,Loafers,Essential,Black,S,Wool,,Winter 2024,202.52
SKU1000744,Comfort Heels,Footwear,Heels,Comfort,Olive,XL,Blend,Stretch,Fall 2025,297.12
SKU1000745,Classic Boots,Footwear,Boots,Classic,Gray,M,Blend,Breathable|Quick-dry,Winter 2024,181.17
SKU1000746,Elite Sneakers,Footwear,Sneakers,Elite,Brown,XXL,Linen,Stretch|Quick-dry,Spring 2024,92.89
SKU1000747,Modern Sandals,Footwear,Sandals,Modern,Blue,XL,Blend,Stretch|Insulated,Winter 2024,235.51
SKU1000748,Style Loafers,Footwear,Loafers,Style,Beige,S,Denim,Quick-dry|Waterproof|Insulated,Spring 2025,106.48
SKU1000749,Style Heels,Footwear,Heels,Style,Red,M,Cashmere,Stretch,Winter 2025,267.23
SKU1000750,Style Boots,Footwear,Boots,Style,Olive,XL,Leather,,Fall 2025,219.11
SKU1000751,Style Sneakers,Footwear,Sneakers,Style,Olive,XS,Cotton,Insulated|Stretch,Fall 2025,262.3
SKU1000752,Alpine Sandals,Footwear,Sandals,Alpine,Navy,L,Denim,Insulated|Quick-dry|Stretch,Winter 2025,165.22
SKU1000753,Essential Loafers,Footwear,Loafers,Essential,Navy,M,Fleece,,Summer 2025,74.94
SKU1000754,Nordic Heels,Footwear,Heels,Nordic,Black,XL,Leather,Waterproof|Stretch|Insulated,Spring 2024,178.38
SKU1000755,Comfort Boots,Footwear,Boots,Comfort,Beige,XXL,Denim,,Winter 2024,192.1
SKU1000756,Essential Sneakers,Footwear,Sneakers,Essential,Beige,XL,Blend,Stretch,Winter 2024,206.14
SKU1000757,Alpine Sandals,Footwear,Sandals,Alpine,Beige,M,Cotton,Waterproof,Winter 2025,147.24
SKU1000758,Style Loafers,Footwear,Loafers,Style,Charcoal,XXL,Polyester,Waterproof,Summer 2025,278.38
SKU1000759,Style Heels,Footwear,Heels,Style,Gray,XXL,Linen,,Summer 2025,241.32
SKU1000760,Nordic Boots,Footwear,Boots,Nordic,Navy,S,Polyester,,Winter 2025,153.09
SKU1000761,Premium Sneakers,Footwear,Sneakers,Premium,Tan,M,Linen,,Winter 2024,118.4
SKU1000762,Comfort Sandals,Footwear,Sandals,Comfort,White,L,Leather,,Summer 2024,255.2
SKU1000763,Premium Loafers,Footwear,Loafers,Premium,Beige,XXL,Linen,Quick-dry|Moisture-wicking|Insulated,Fall 2024,112.61
SKU1000764,Modern Heels,Footwear,Heels,Modern,Beige,XS,Denim,,Spring 2024,192.94
SKU1000765,Modern Boots,Footwear,Boots,Modern,Green,XXL,Cotton,Waterproof|Breathable|Moisture-wicking,Winter 2024,223.85
SKU1000766,Nordic Sneakers,Footwear,Sneakers,Nordic,Green,M,Cashmere,Waterproof|Insulated,Winter 2025,157.15
SKU1000767,Modern Sandals,Footwear,Sandals,Modern,Black,M,Wool,Quick-dry,Fall 2024,191.95
SKU1000768,Nordic Loafers,Footwear,Loafers,Nordic,Cream,S,Cotton,Quick-dry|Insulated|Moisture-wicking,Summer 2024,126.37
SKU1000769,Urban Heels,Footwear,Heels,Urban,White,XS,Polyester,Quick-dry|Moisture-wicking|Insulated,Summer 2025,282.92
SKU1000770,Comfort Boots,Footwear,Boots,Comfort,Red,XS,Wool,Stretch,Spring 2024,161.79
SKU1000771,Essential Sneakers,Footwear,Sneakers,Essential,Gray,XS,Polyester,Stretch|Moisture-wicking|Quick-dry,Winter 2024,180.92
SKU1000772,Essential Sandals,Footwear,Sandals,Essential,Black,XL,Denim,Insulated|Stretch,Spring 2025,83.92
SKU1000773,Urban Loafers,Footwear,Loafers,Urban,Olive,S,Silk,Stretch|Quick-dry,Summer 2024,130.33
SKU1000774,Premium Heels,Footwear,Heels,Premium,Tan,L,Fleece,Insulated|Waterproof,Spring 2025,105.15
SKU1000775,Alpine Boots,Footwear,Boots,Alpine,Cream,M,Linen,Moisture-wicking|Stretch|Quick-dry,Spring 2025,210.94
SKU1000776,Comfort Sneakers,Footwear,Sneakers,Comfort,Burgundy,S,Blend,Breathable|Insulated|Stretch,Fall 2025,207.18
SKU1000777,Nordic Sandals,Footwear,Sandals,Nordic,Olive,M,Denim,Moisture-wicking|Quick-dry,Summer 2024,294.12
SKU1000778,Classic Loafers,Footwear,Loafers,Classic,Olive,S,Wool,Moisture-wicking|Insulated|Breathable,Winter 2025,135.07
SKU1000779,Modern Heels,Footwear,Heels,Modern,Black,XL,Cotton,Stretch|Quick-dry,Winter 2024,111.03
SKU1000780,Elite Boots,Footwear,Boots,Elite,Red,XS,Polyester,Quick-dry|Insulated,Winter 2024,101.98
SKU1000781,Comfort Sneakers,Footwear,Sneakers,Comfort,Blue,S,Silk,Stretch,Winter 2024,216.48
SKU1000782,Premium Sandals,Footwear,Sandals,Premium,Charcoal,XXL,Silk,Breathable|Waterproof|Quick-dry,Winter 2024,113.84
SKU1000783,Comfort Loafers,Footwear,Loafers,Comfort,Cream,M,Denim,,Summer 2025,202.8
SKU1000784,Alpine Heels,Footwear,Heels,Alpine,Burgundy,XS,Blend,Waterproof|Stretch|Moisture-wicking,Summer 2025,95
SKU1000785,Style Boots,Footwear,Boots,Style,Blue,M,Wool,Insulated|Waterproof|Quick-dry,Fall 2025,73.56
SKU1000786,Elite Sneakers,Footwear,Sneakers,Elite,Charcoal,L,Silk,Breathable,Spring 2025,174.28
SKU1000787,Nordic Sandals,Footwear,Sandals,Nordic,Black,L,Leather,,Summer 2025,118.21
SKU1000788,Modern Loafers,Footwear,Loafers,Modern,Olive,S,Blend,Quick-dry|Breathable|Moisture-wicking,Summer 2024,286.48
SKU1000789,Style Heels,Footwear,Heels,Style,Beige,XXL,Linen,Stretch|Insulated|Waterproof,Spring 2024,180.65
SKU1000790,Alpine Boots,Footwear,Boots,Alpine,Green,XXL,Denim,Waterproof|Breathable|Stretch,Spring 2024,88.9
SKU1000791,Style Sneakers,Footwear,Sneakers,Style,Blue,XL,Nylon,Waterproof|Insulated|Stretch,Fall 2025,241.38
SKU1000792,Elite Sandals,Footwear,Sandals,Elite,Green,XS,Cotton,Quick-dry|Waterproof|Breathable,Winter 2025,145.29
SKU1000793,Urban Loafers,Footwear,Loafers,Urban,Red,XS,Leather,,Winter 2024,234.5
SKU1000794,Modern Heels,Footwear,Heels,Modern,Beige,L,Leather,Moisture-wicking|Quick-dry|Waterproof,Winter 2025,159.37
SKU1000795,Style Boots,Footwear,Boots,Style,Black,XXL,Fleece,,Spring 2024,186.62
SKU1000796,Elite Sneakers,Footwear,Sneakers,Elite,Olive,XL,Blend,,Winter 2024,125.52
SKU1000797,Essential Sandals,Footwear,Sandals,Essential,Green,L,Blend,Quick-dry|Breathable,Summer 2025,169.93
SKU1000798,Elite Loafers,Footwear,Loafers,Elite,Olive,XXL,Wool,Insulated|Breathable,Summer 2024,205.92
SKU1000799,Nordic Heels,Footwear,Heels,Nordic,Beige,S,Leather,Stretch|Moisture-wicking,Winter 2025,253.14
